vendor_id,company_name,industry,country,city,contact_person,email,phone,rating,average_delivery_days,contract_start,contract_end,risk_score,preferred_vendor
VND365E2FC5,Olsen Group,Chemicals,Serbia,Richardbury,Christopher Gregory,aaron81@example.com,(495)372-6540x560,4.7,2,2023-12-22,2028-07-07,2.41,Yes
VNDF10E17A7,Rogers-Richmond,Energy,Syrian Arab Republic,Phillipschester,James Brown,youngolivia@example.com,(250)213-8164x210,4.7,5,2021-05-03,2023-04-04,9.75,No
VND9EBB9EB2,Mays Inc,Metals,Maldives,Priceshire,Steven Fox,howejasmine@example.com,583-638-2371,4.3,8,2020-01-27,2023-10-09,52.15,No
VNDE4298A7B,"Hayden, Sharp and Wilcox",Chemicals,Jordan,Aprilbury,Cody Martinez,zgonzalez@example.net,001-210-829-0159x386,4.6,12,2022-07-27,2025-08-27,53.56,No
VND221D1C44,Brooks-Taylor,Chemicals,Saint Pierre and Miquelon,Julieview,Roger Williamson,bradfordrobert@example.net,6814648124,4.4,10,2020-06-19,2024-03-29,13.48,No
VND1DF7F1DC,"Edwards, Mccarthy and Villanueva",Manufacturing,Portugal,West Kellybury,Emily Medina,crystal50@example.com,+1-996-759-1651,4.5,5,2022-04-30,2023-05-18,27.35,No
VND894C6368,Smith-Watson,Electronics,Seychelles,Kristinhaven,Nicholas Jones,kristy33@example.net,461-707-9318x4154,4.0,1,2023-12-28,2027-02-20,21.22,No
VND76746C6A,Ingram Inc,Energy,Paraguay,New Jenniferport,Debra Combs,kimberly42@example.net,434-453-3726,4.6,6,2020-11-29,2022-10-06,40.8,No
VND7B8206C3,"Escobar, Perez and Flynn",Manufacturing,Saint Barthelemy,Port Josephberg,Crystal Curry,hayeslindsay@example.org,001-319-539-4562x721,3.5,6,2021-03-03,2025-07-13,39.81,No
VND96325CEF,Hill and Sons,Logistics,Syrian Arab Republic,Johnsonhaven,Danny Howell,kentbishop@example.com,(460)511-4310,5.0,8,2022-11-17,2027-04-28,16.32,No
VNDBC15E50D,Juarez and Sons,Electronics,Argentina,Port Christine,Cheryl Vargas,hobbsshelly@example.com,+1-257-651-7879x5016,4.1,8,2020-09-16,2022-09-05,2.22,No
VND07A84740,Nelson Inc,Logistics,Benin,Clarkburgh,Tonya Foster,connorarias@example.org,+1-535-853-0820x181,4.4,15,2021-11-20,2025-11-08,12.45,No
VND37AB5C39,"Moore, Jones and Goodman",Metals,Taiwan,Lake Nicoleshire,Rachel Riggs,april08@example.com,8792892237,4.4,7,2020-09-25,2022-07-17,41.45,No
VNDB520DAB7,Scott Ltd,Metals,Poland,Port Andrew,Christopher Gutierrez,nlee@example.com,400-264-7855,4.7,7,2021-07-16,2023-05-01,25.74,No
VND88584A44,Spence-Taylor,Technology,Lesotho,South Williamchester,Anthony Welch,hughessarah@example.com,(896)461-4674x06008,4.3,8,2022-07-14,2025-11-22,0.0,No
VNDF7742C98,Romero PLC,Electronics,Micronesia,South Lancehaven,Judy Kane,avilaaudrey@example.org,+1-452-357-1544x008,3.5,9,2020-11-05,2023-11-06,47.95,No
VND6121FB48,Wood-Mckay,Pharmaceuticals,Vietnam,Jessicastad,John Oneal,jkeller@example.net,922.877.2178,4.1,9,2021-04-25,2025-10-09,42.63,No
VNDB732CC31,"Atkins, Mccarty and Cole",Metals,Sao Tome and Principe,Schultzport,Faith Green,tbird@example.org,+1-408-213-3176,5.0,4,2023-11-30,2028-02-03,55.81,No
VND2D25DD42,Campbell and Sons,Logistics,Sweden,East Annahaven,Krystal Le,zaustin@example.net,(675)960-1535x13554,4.4,6,2022-11-24,2023-12-15,46.22,No
VNDCAE263CC,Higgins-Castro,Manufacturing,United States Minor Outlying Islands,South Jackton,Mrs. Zoe Blair,cynthialawrence@example.net,001-465-895-3079x535,3.3,10,2023-02-10,2026-10-10,18.33,No
VND6F35B3AD,Potts-Watkins,Metals,Russian Federation,West Brian,Lisa Walker,gregorymiller@example.com,940-399-0439x824,4.9,11,2022-05-18,2027-02-04,47.53,Yes
VND66F3A422,Salazar LLC,Textiles,United Kingdom,Patriciaberg,Shane Carter,alisonday@example.com,+1-884-772-8116x817,3.9,14,2023-11-02,2026-12-10,75.98,No
VND3A746CBD,"Bryant, Fletcher and Castro",Consumer Goods,Bolivia,Dawnhaven,Glenn James,stephen62@example.net,754-246-5954x775,3.4,4,2021-09-10,2025-02-02,15.0,Yes
VND2094DBBC,"Long, Kim and Garcia",Energy,Sri Lanka,West Kevinmouth,Caitlin Mclaughlin,pamela50@example.org,3892233197,3.5,8,2023-07-31,2024-10-20,45.28,No
VND448E4836,Livingston-Mcknight,Pharmaceuticals,Vanuatu,New Russelltown,Brian Rivera,wesley28@example.org,905-354-4471,5.0,4,2023-06-12,2025-12-31,29.69,Yes
VND80A0A536,Alexander-King,Energy,Indonesia,Elizabethton,Amber Davis,dawnmartin@example.com,+1-848-213-6976x0254,4.0,1,2022-08-16,2025-09-30,25.71,No
VND63A70F54,Davis-Guerrero,Energy,Cocos (Keeling) Islands,Simpsonmouth,Catherine Heath,ccohen@example.org,(629)296-9724x7351,4.7,7,2020-08-11,2022-09-07,24.9,No
VNDF545674F,"Hayes, Harrison and Clarke",Logistics,Lesotho,North Pamelahaven,James Brown,nhenderson@example.com,849.301.6268x8865,3.6,6,2020-11-22,2025-09-02,10.52,No
VNDB3180A0E,Robinson LLC,Textiles,Ecuador,North Thomasland,Scott Kelley,hjohnson@example.net,370.843.0415,4.1,9,2021-08-12,2024-12-18,54.59,Yes
VNDCAF05089,"Vance, Grimes and Fernandez",Energy,Vanuatu,Port Ashley,Lauren Russell,osbornedavid@example.com,(363)630-1611x99446,4.5,5,2023-09-04,2027-06-08,0.0,Yes
VND3B5BB0BC,Hughes-Sawyer,Technology,Luxembourg,Port George,Monica Khan,hollandjoan@example.net,393.466.8477x39600,2.9,7,2023-02-01,2025-03-02,3.86,No
VNDD2BB8334,Thompson Inc,Technology,Sao Tome and Principe,New Denise,Mary Young,stephen60@example.org,623-663-8139,5.0,8,2020-04-10,2022-05-08,37.64,No
VNDB1228DD8,"Richards, Carpenter and Perez",Manufacturing,China,Alyssaborough,Carol Miller,amy61@example.net,600-567-9615x8832,4.3,3,2020-02-06,2021-04-03,27.3,Yes
VND4A2B2E76,"Garza, Hoffman and Medina",Technology,Mali,Chadmouth,Jared Williams,catherinenguyen@example.org,699.265.4799x4262,4.7,8,2021-02-03,2023-02-07,25.61,No
VND109E5C6F,Garcia Group,Logistics,Mexico,Knightfurt,Melissa Wolf,kathleen55@example.org,001-557-911-5272,5.0,4,2020-01-21,2023-06-18,12.56,No
VND9DFC7925,Roberts and Sons,Chemicals,Turks and Caicos Islands,Davidview,Kayla Frank,jared76@example.org,558.678.2542,4.0,6,2021-02-13,2022-07-08,9.26,No
VNDAADD0D4D,Wilkinson Group,Metals,Japan,Lake Sandra,Herbert Kline,james65@example.org,653-317-9019,3.9,9,2022-02-20,2024-08-27,31.59,Yes
VNDAB26D618,Sutton-Solis,Metals,Vietnam,New Diane,Paul Gentry,misty23@example.org,807-745-2157,3.5,4,2020-03-08,2024-11-29,48.65,No
VND6C887C82,Crane Group,Chemicals,Hong Kong,Zavalaside,Kaitlin Medina,christina33@example.org,+1-526-927-9936x551,3.4,5,2022-04-01,2025-01-13,30.01,No
VNDE3830203,"Larson, Gonzales and Pena",Chemicals,Norfolk Island,Townsendstad,Megan Villarreal,jonathanhansen@example.org,001-728-580-2600,4.6,4,2021-07-12,2023-06-13,26.59,Yes
VNDD902468E,Graham LLC,Energy,Lebanon,Elizabethstad,Jennifer Greene,jessica91@example.com,(434)832-1774,4.0,9,2022-06-17,2026-06-03,45.05,No
VNDB643A5C9,Becker-Wood,Metals,Saint Pierre and Miquelon,Stoneview,Rebecca Dunn,lewisjennifer@example.org,545.673.3677x69963,4.2,6,2022-12-20,2025-11-17,22.57,No
VND5FBBF7E5,"Morris, White and Harrington",Electronics,Saint Vincent and the Grenadines,South Christinechester,Glenn Hernandez,bettysmith@example.org,001-540-611-5120x164,4.7,7,2022-08-30,2025-11-23,42.53,No
VND1306F6E1,Ortega-Porter,Electronics,Timor-Leste,West Brandonview,Robert Hill,morganmichael@example.com,001-495-725-1017x101,3.3,6,2021-01-16,2023-02-17,53.69,No
VNDCE923A65,Campbell Inc,Technology,Cyprus,Barkerland,Mary Diaz,stephenrussell@example.com,7069340509,3.5,5,2022-03-15,2024-01-25,7.63,Yes
VND65B60718,Jones-Johnson,Electronics,Guernsey,Port Michael,Leslie Williams,nicholasford@example.org,433.564.2495,4.4,6,2023-07-30,2024-10-16,21.5,No
VND3A80813D,"Perez, Moreno and Jenkins",Electronics,Armenia,Darlenebury,Christopher Lin,julian78@example.com,8314755293,4.1,9,2023-01-04,2024-04-01,12.78,Yes
VNDD6FBFD33,Hawkins PLC,Chemicals,France,Port Matthewtown,Eric Smith,vliu@example.net,9243484345,4.6,3,2022-06-10,2023-07-13,0.0,No
VND36436386,Hunt-Johnson,Consumer Goods,Nicaragua,Annettebury,Linda Brown,vmckinney@example.net,+1-934-745-7358x848,4.5,6,2021-11-20,2024-10-06,21.7,No
VNDEA23339B,Ponce and Sons,Chemicals,Sierra Leone,Campbellberg,Matthew Diaz,janet89@example.com,(550)535-6696x1717,4.1,3,2021-07-24,2025-10-10,80.22,No
VND4EDF116C,"Fisher, Kim and Hill",Textiles,Vietnam,Douglasmouth,Deborah Montes,melindakelly@example.com,353-297-6864x892,4.0,3,2022-03-07,2023-08-28,6.78,No
VNDF08F6829,"Schwartz, Green and Wright",Logistics,Tuvalu,South Rachel,Lisa Hanson,gentrychristina@example.org,(305)761-9457x95107,4.5,10,2023-06-02,2028-05-02,14.35,Yes
VNDE6156EFE,"Lamb, Smith and Robbins",Manufacturing,Reunion,Morganside,Christine Davis,wilkinsjessica@example.com,001-279-621-5775x981,4.1,3,2022-07-01,2025-03-15,65.0,No
