employee_id,first_name,last_name,email,phone,department,designation,manager_id,employment_type,salary_band,location,status,joining_date,risk_score
EMP5DACC483,Heather,Taylor,heather.taylor@company.com,521-745-2647x12463,Operations,Senior Manager,EMP2F984EAF,Contract,Band-4,Jacksonville,Active,2018-10-21,22.67
EMP75D6D788,Valerie,Schultz,valerie.schultz@company.com,271-284-0908x05120,Sales,Senior Associate,EMP15908E60,Temporary,Band-2,Austin,Active,2024-01-19,19.43
EMP19A97297,Mark,Torres,mark.torres@company.com,001-595-712-3972,Operations,Associate,EMP65BA8365,Part-Time,Band-2,San Diego,Active,2015-10-23,19.39
EMP78589456,Collin,Vega,collin.vega@company.com,(995)292-7282,IT,Senior Director,EMPC1F202EC,Part-Time,Band-5,New York,Active,2015-07-07,9.09
EMPF7B74C26,Christy,Mcconnell,christy.mcconnell@company.com,344-915-2982,HR,Lead,EMP8100E33F,Full-Time,Band-3,Los Angeles,Active,2021-11-08,22.92
EMPDAEB72B0,James,Moore,james.moore@company.com,+1-457-586-7181x535,IT,C-Level,EMP91E249B2,Full-Time,Band-6,Houston,Active,2021-11-26,13.87
EMP6F82E5CB,Susan,Henry,susan.henry@company.com,(805)507-9181x5899,Marketing,SVP,EMP2F984EAF,Part-Time,Band-6,Philadelphia,Active,2022-09-03,14.22
EMP61594BC8,Justin,Taylor,justin.taylor@company.com,001-934-866-6617x071,Operations,Senior Associate,EMPC2419102,Part-Time,Band-2,Philadelphia,Active,2023-07-28,8.04
EMP0108918D,Kevin,Gay,kevin.gay@company.com,001-240-280-3149x982,Sales,Associate,EMP2A3B8932,Part-Time,Band-2,San Diego,Active,2019-02-24,20.43
EMP35F943ED,Tammy,Cruz,tammy.cruz@company.com,(980)468-8285x031,Finance,Intern,EMP7F03B05E,Temporary,Band-1,Chicago,Active,2016-06-30,10.91
EMPC9E768BC,Patricia,Joseph,patricia.joseph@company.com,537-339-9006,Marketing,Junior Associate,EMP7DBD48B0,Contract,Band-1,San Antonio,Active,2016-01-01,29.43
EMP079F1748,Sandra,Smith,sandra.smith@company.com,452.563.5602,HR,C-Level,EMPD75E4CBD,Part-Time,Band-6,Chicago,Active,2020-05-03,20.38
EMP7C143294,Christy,Scott,christy.scott@company.com,(294)834-6066x64374,Operations,Senior Manager,EMP36265DD5,Part-Time,Band-4,Jacksonville,Active,2021-11-05,0.0
EMP88B5F293,Bobby,Wang,bobby.wang@company.com,(731)411-2712,Procurement,Junior Associate,EMP0944F962,Contract,Band-1,San Antonio,Active,2022-01-12,38.58
EMP1D198667,Sherry,Scott,sherry.scott@company.com,+1-964-584-4941x1631,Marketing,Senior Associate,EMP96C55CA4,Contract,Band-2,Dallas,Active,2016-01-27,33.64
EMP7B620906,David,Cowan,david.cowan@company.com,771.913.0621x1369,IT,C-Level,EMPDBE6FD42,Contract,Band-6,New York,Active,2022-01-09,32.41
EMP7A28E8EE,Joanna,Ramos,joanna.ramos@company.com,001-908-533-5090x254,Quality,Associate,EMP3ADF7DE5,Part-Time,Band-2,Chicago,Active,2020-04-27,4.38
EMP3B79FF5F,Rachel,Brown,rachel.brown@company.com,(524)681-3235x7071,Logistics,Intern,EMP96F08F2A,Contract,Band-1,Houston,Active,2022-03-26,0.0
EMP8214D75C,Angela,Thomas,angela.thomas@company.com,301-516-8809x25502,Finance,Senior Director,EMP5411CE9E,Full-Time,Band-5,Dallas,Active,2015-06-27,28.59
EMPD3AE66D4,Adam,Smith,adam.smith@company.com,2699130981,Sales,Intern,EMP65695F81,Full-Time,Band-1,Los Angeles,Active,2020-06-09,0.0
EMP82F4D242,Sharon,Newman,sharon.newman@company.com,796-573-7945x7727,Logistics,Senior Manager,EMP7013DDEC,Part-Time,Band-4,Los Angeles,Active,2017-03-25,8.87
EMP79F118F3,Drew,Walsh,drew.walsh@company.com,(264)925-0642,Manufacturing,Senior Associate,EMP634CAC57,Part-Time,Band-2,San Antonio,Active,2023-04-10,12.67
EMP54DA6FA1,Robert,Hobbs,robert.hobbs@company.com,962.953.6667,HR,Senior Manager,EMP2E697249,Part-Time,Band-4,San Jose,Active,2019-11-21,15.69
EMP963C75D1,Stephanie,Ford,stephanie.ford@company.com,856-728-3333x93957,Quality,Senior Lead,EMP7925ADE4,Part-Time,Band-3,Austin,Active,2016-07-12,17.45
EMPC7909C3C,Dawn,Lewis,dawn.lewis@company.com,(571)587-4960,Operations,Senior Associate,EMP3918B66B,Contract,Band-2,Chicago,Active,2021-05-18,18.03
EMP1B398FEF,Matthew,Wu,matthew.wu@company.com,+1-868-562-7036x9249,HR,Senior Manager,EMPA34AEAA9,Contract,Band-4,Houston,Active,2019-09-10,23.29
EMPD53A5A89,Edward,Stewart,edward.stewart@company.com,327.359.9801,HR,Associate,EMP68D11D1E,Part-Time,Band-2,Los Angeles,Active,2021-11-09,25.26
EMP1D282AA7,Andrew,Mora,andrew.mora@company.com,3517553234,IT,Senior Manager,EMP36265DD5,Temporary,Band-4,San Diego,Active,2024-09-01,0.0
EMP56D1E8A7,Cindy,Stewart,cindy.stewart@company.com,375.824.4182x226,Manufacturing,Manager,EMP513493A4,Part-Time,Band-4,San Jose,Active,2018-09-02,19.02
EMP4B62FB7C,Eric,Tran,eric.tran@company.com,443.212.7102x6767,Manufacturing,Senior Director,EMP53FBE158,Full-Time,Band-5,New York,Inactive,2015-01-21,8.75
EMP5E860E99,Brenda,Huerta,brenda.huerta@company.com,(779)392-7079x551,Quality,C-Level,EMPA191FA63,Full-Time,Band-6,San Diego,Active,2019-06-04,4.21
EMP27419244,Gregory,Hanson,gregory.hanson@company.com,+1-862-413-5415x9709,Operations,Director,EMP98C2181B,Temporary,Band-5,Houston,Active,2023-06-12,19.58
EMPF9ECD298,Michael,King,michael.king@company.com,248.607.5203x44765,Procurement,Senior Associate,EMP4DDED836,Part-Time,Band-2,Jacksonville,Active,2020-05-19,16.08
EMP954B91AE,Karen,Wolf,karen.wolf@company.com,515.980.2909x046,Operations,SVP,EMPB35D9B4F,Temporary,Band-6,San Diego,Active,2021-07-18,14.76
EMP756FABBE,Norman,Johnson,norman.johnson@company.com,+1-946-655-8665x2548,Quality,SVP,EMP6487A6B9,Full-Time,Band-6,Austin,Active,2019-02-26,0.0
EMPE4FBBC85,Joseph,Gentry,joseph.gentry@company.com,+1-515-381-0213x1251,Sales,SVP,EMP26F71132,Full-Time,Band-6,Phoenix,Active,2018-09-25,34.84
EMPA9D3FAFD,Michelle,Smith,michelle.smith@company.com,3592129751,IT,SVP,EMP3918B66B,Full-Time,Band-6,San Jose,Active,2023-11-29,37.69
EMP607228EC,Janet,Gonzalez,janet.gonzalez@company.com,001-512-911-0633x016,Logistics,Intern,EMP9B487BDE,Full-Time,Band-1,Los Angeles,Active,2020-10-09,13.77
EMPE5F2D0FA,Lisa,Erickson,lisa.erickson@company.com,592.674.9072x8012,Sales,Senior Director,EMPA34AEAA9,Full-Time,Band-5,Dallas,Active,2022-04-08,33.86
EMP2B2DD7AD,Douglas,Weaver,douglas.weaver@company.com,611.832.5326,IT,Associate,EMPC62B6819,Full-Time,Band-2,Austin,Active,2018-10-03,23.64
EMP78CD61E1,William,Mitchell,william.mitchell@company.com,(245)838-0442x10175,IT,C-Level,EMP06DFE43D,Contract,Band-6,Philadelphia,Active,2017-05-09,0.0
EMP1B5B07D3,Christopher,Duran,christopher.duran@company.com,001-970-715-9591x945,Procurement,VP,EMPF326B196,Full-Time,Band-6,Los Angeles,Active,2019-09-29,1.7
EMP9E907468,Judy,Castillo,judy.castillo@company.com,947.758.3392x0567,Sales,Senior Manager,EMPE92F2477,Contract,Band-4,San Diego,Active,2020-04-09,0.0
EMP7F744F11,Sandra,Mathis,sandra.mathis@company.com,(877)772-2660x2562,Finance,VP,EMP5C070AB0,Part-Time,Band-6,San Diego,Active,2022-10-10,19.74
EMP919B96B0,Alexis,Moody,alexis.moody@company.com,+1-222-992-3106x7245,HR,Associate,EMP671A4098,Contract,Band-2,Los Angeles,Active,2016-03-23,11.03
EMP22D77C4E,Philip,Torres,philip.torres@company.com,+1-443-937-9766,IT,Associate,EMP0D522B58,Full-Time,Band-2,Phoenix,Active,2024-10-23,56.49
EMP48586045,Tanya,Brown,tanya.brown@company.com,915-579-4238,Quality,Director,EMPB5716CAA,Full-Time,Band-5,Phoenix,Active,2019-09-17,35.46
EMP75DCC4CD,Robert,Smith,robert.smith@company.com,725-449-6919x2845,Sales,C-Level,EMP18EFF889,Contract,Band-6,San Antonio,Active,2017-08-09,12.93
EMPEDD5B94C,Mike,Waller,mike.waller@company.com,707-956-3353,Sales,VP,EMP3B00F1E1,Temporary,Band-6,San Diego,Active,2022-06-20,23.97
EMP72C117BD,Kristin,Peters,kristin.peters@company.com,001-553-525-9399,HR,C-Level,EMP01ABAB04,Contract,Band-6,Houston,Active,2018-06-09,3.15
EMPF261FB5C,Tracy,Harrison,tracy.harrison@company.com,9589162951,Procurement,Lead,EMPA1DF5545,Temporary,Band-3,Chicago,Active,2018-12-17,20.58
EMP9D42440D,Carrie,Macdonald,carrie.macdonald@company.com,001-241-776-3425x073,Procurement,SVP,EMPA049FC03,Part-Time,Band-6,Chicago,Active,2021-01-01,15.37
EMP3981B62F,Michael,Oliver,michael.oliver@company.com,+1-524-357-5983,Operations,VP,EMP1148445B,Contract,Band-6,San Jose,Active,2016-04-23,22.45
EMPA6C661DF,Kenneth,Brown,kenneth.brown@company.com,688.543.6604,IT,Senior Lead,EMP7E9710AC,Full-Time,Band-3,Austin,Active,2017-01-25,11.45
EMPA4293499,Douglas,Johnson,douglas.johnson@company.com,+1-361-657-2768x2975,Sales,Associate,EMP697FB2DE,Contract,Band-2,Los Angeles,Active,2016-10-27,6.96
EMP70FC0900,Stephen,Gonzalez,stephen.gonzalez@company.com,+1-974-729-2501x058,HR,Senior Manager,EMP4B8A47EE,Temporary,Band-4,Philadelphia,Active,2023-08-14,33.39
EMPB32D0DCD,Donald,Decker,donald.decker@company.com,(280)265-6259x0459,Procurement,SVP,EMP59177B4E,Temporary,Band-6,Phoenix,Inactive,2022-04-05,2.89
EMPA4BE9789,Jennifer,Reeves,jennifer.reeves@company.com,311.822.1823x1555,HR,Senior Director,EMP07F24B89,Temporary,Band-5,Philadelphia,Active,2022-06-24,14.9
EMPB8D6CA27,Matthew,Jones,matthew.jones@company.com,(680)586-6281x3721,Finance,Senior Manager,EMP183AE103,Contract,Band-4,New York,Active,2021-03-06,26.66
EMPDEAD5F20,John,Newman,john.newman@company.com,+1-400-437-0033,Logistics,Senior Associate,EMP365E936E,Full-Time,Band-2,Philadelphia,Active,2020-01-01,15.18
EMPB5AE5232,Vincent,Morris,vincent.morris@company.com,001-560-584-7068x103,Procurement,Senior Associate,EMPAB04F71F,Part-Time,Band-2,New York,Active,2023-08-09,10.8
EMP6A5E9F65,Brandi,Smith,brandi.smith@company.com,001-619-658-2632x809,Finance,Senior Manager,EMPD8E03076,Temporary,Band-4,Houston,Active,2022-08-05,14.68
EMPB61E2D01,Angela,Dixon,angela.dixon@company.com,(339)645-3546,Logistics,Senior Director,EMPBF3A2411,Temporary,Band-5,Chicago,Active,2022-06-24,14.92
EMPA1EF5E73,Shannon,Griffin,shannon.griffin@company.com,+1-586-632-1061x3394,Logistics,Senior Lead,EMPF2B1B052,Full-Time,Band-3,Phoenix,Active,2019-05-01,19.63
EMP0DA9172A,Michael,Brown,michael.brown@company.com,+1-939-843-8040x3253,Quality,Senior Manager,EMP64C91331,Temporary,Band-4,San Diego,Active,2023-03-01,24.52
EMP9FDCA1D7,Jennifer,Ellis,jennifer.ellis@company.com,(292)277-8943x1910,Manufacturing,SVP,EMPD0DF6581,Part-Time,Band-6,San Jose,Active,2019-10-03,15.44
EMP5B8FA354,Mercedes,Arroyo,mercedes.arroyo@company.com,5475692105,Logistics,Senior Associate,EMPB634C91A,Full-Time,Band-2,San Jose,Active,2020-11-21,5.3
EMPAE48039F,Tasha,Harmon,tasha.harmon@company.com,(514)360-4014x247,Procurement,Intern,EMP7C58EE99,Temporary,Band-1,Chicago,Active,2019-08-05,62.29
EMPF3E7D938,Samantha,Garner,samantha.garner@company.com,+1-907-320-1137x9844,Manufacturing,Senior Director,EMPB374880C,Contract,Band-5,Dallas,Active,2017-01-31,20.27
EMPCD882FB3,Jessica,Hernandez,jessica.hernandez@company.com,466-200-7676,Marketing,Lead,EMP6876F804,Contract,Band-3,San Diego,Active,2024-05-11,11.86
EMP6092BED9,Barbara,Williams,barbara.williams@company.com,544-973-4043,Procurement,Senior Associate,EMPDBE6FD42,Temporary,Band-2,Los Angeles,Active,2017-12-11,21.04
EMPDE9FF70E,Lisa,Forbes,lisa.forbes@company.com,3967873045,HR,Lead,EMP26F71132,Temporary,Band-3,Jacksonville,Active,2019-09-05,20.18
EMP4609E5CD,Stephen,Kennedy,stephen.kennedy@company.com,(455)888-2556,Marketing,Junior Associate,EMP4AA77579,Contract,Band-1,San Jose,Active,2015-10-01,21.61
EMPF19E420F,Nathan,Lucero,nathan.lucero@company.com,001-942-978-6561x942,Quality,Lead,EMP0BE2C5D8,Full-Time,Band-3,Philadelphia,Active,2022-01-16,2.59
EMP92A19B2B,Karen,Hensley,karen.hensley@company.com,(405)582-9582,HR,Intern,EMP239D8653,Contract,Band-1,San Diego,Active,2015-08-28,25.04
EMP04677029,Makayla,Sanders,makayla.sanders@company.com,(918)380-8190x48235,Operations,Senior Lead,EMPD64309CF,Contract,Band-3,Philadelphia,Active,2016-10-30,12.61
EMPBD39CCB7,Mark,Copeland,mark.copeland@company.com,(486)586-3956x137,Finance,Senior Lead,EMP72C6A147,Part-Time,Band-3,Austin,Active,2022-03-02,31.88
EMPD8C3EC54,Jennifer,Barry,jennifer.barry@company.com,217.221.4364x38130,HR,Senior Director,EMP48A71D66,Contract,Band-5,Philadelphia,Active,2023-06-10,23.75
EMPEEAF2519,Kenneth,Clark,kenneth.clark@company.com,001-711-547-1656x094,Logistics,C-Level,EMP361DFEA6,Full-Time,Band-6,Dallas,Active,2022-09-20,12.8
EMPE81B7043,Kevin,Harvey,kevin.harvey@company.com,399.807.0755x0476,HR,Associate,EMP6876F804,Contract,Band-2,Philadelphia,Active,2015-02-22,41.65
EMP1B8FD173,Haley,Oliver,haley.oliver@company.com,(570)360-7174x811,HR,Senior Lead,EMP5B028FB2,Part-Time,Band-3,Houston,Active,2017-06-11,27.87
EMP93691B2B,Shawn,Curry,shawn.curry@company.com,897.305.4873,Sales,Senior Director,EMP86F8FCE3,Full-Time,Band-5,San Antonio,Active,2022-09-25,15.73
EMP31D4FE75,Alex,Anderson,alex.anderson@company.com,+1-308-971-8274x9680,Logistics,Junior Associate,EMP10BA59EB,Contract,Band-1,Jacksonville,Active,2020-05-18,34.25
EMP8488C1C3,Gordon,Hayes,gordon.hayes@company.com,(504)995-6121,Marketing,Senior Manager,EMPA2D34C2C,Contract,Band-4,Chicago,Active,2024-12-23,0.0
EMPD20BA352,Todd,Smith,todd.smith@company.com,001-426-404-2359x737,HR,SVP,EMP4AA77579,Part-Time,Band-6,Phoenix,Active,2024-08-10,24.2
EMPA5EC893E,David,Irwin,david.irwin@company.com,+1-890-977-5608x581,Finance,Junior Associate,EMP0B516A0E,Full-Time,Band-1,New York,Active,2019-10-07,10.23
EMP174EB3CE,Arthur,Graham,arthur.graham@company.com,001-361-211-4576x832,Sales,Manager,EMPFCA6C053,Full-Time,Band-4,San Diego,Active,2023-11-23,26.91
EMP80539C79,Fernando,Hudson,fernando.hudson@company.com,+1-237-585-8471x2961,Procurement,Intern,EMP9E518524,Full-Time,Band-1,Los Angeles,Active,2015-09-29,21.89
EMP28C7AD3F,James,Evans,james.evans@company.com,001-660-450-8018x498,Logistics,Senior Director,EMP9EA8BB2B,Full-Time,Band-5,Los Angeles,Active,2017-01-26,28.93
EMP97EFEAA5,Luis,Sanchez,luis.sanchez@company.com,433.477.7312x6881,Logistics,Lead,EMP60D78C09,Contract,Band-3,Chicago,Active,2021-07-02,51.01
EMPB5B0C19D,Michaela,Thomas,michaela.thomas@company.com,001-817-281-9236x534,Finance,SVP,EMP5DDCD780,Full-Time,Band-6,Dallas,Active,2015-10-07,6.51
EMP72C64BAD,Monica,Norman,monica.norman@company.com,8354679327,Sales,Lead,EMPF46102DF,Full-Time,Band-3,Jacksonville,Active,2016-12-04,8.41
EMP02D1237D,John,Boyd,john.boyd@company.com,816.690.6181x2054,Marketing,Director,EMPCC3D941C,Part-Time,Band-5,San Diego,Active,2022-10-30,30.12
EMP409D3428,Steven,Roman,steven.roman@company.com,448-995-4787x69899,Logistics,Associate,EMP5C9F9A7A,Temporary,Band-2,San Antonio,Active,2024-05-12,6.31
EMP3D864D45,Matthew,Holt,matthew.holt@company.com,588-591-4444x98355,Quality,Manager,EMP9FC863AD,Full-Time,Band-4,Dallas,Active,2016-05-21,52.9
EMPEDB8E9A6,Michael,Torres,michael.torres@company.com,786-544-9639x24358,Procurement,Senior Lead,EMP99D34AB7,Full-Time,Band-3,Los Angeles,Active,2022-11-26,48.22
EMP9E020B0E,Lauren,Perkins,lauren.perkins@company.com,(714)533-9527,Quality,Manager,EMPB19A76E4,Part-Time,Band-4,Dallas,Active,2018-07-01,15.74
EMP6C4E55FC,Peter,Love,peter.love@company.com,001-378-852-4914,Finance,Manager,EMPB124EDA1,Temporary,Band-4,Austin,Active,2017-02-12,39.87
EMPFFB2AC04,Lisa,Riggs,lisa.riggs@company.com,8135477894,Sales,VP,EMP91534825,Full-Time,Band-6,Los Angeles,Active,2019-11-30,12.94
EMP84A1E42F,Joseph,Jarvis,joseph.jarvis@company.com,+1-279-217-6651x2215,Finance,SVP,EMPD9E2CB21,Part-Time,Band-6,Los Angeles,Active,2021-08-15,20.37
EMP403B42CB,Melanie,Ramirez,melanie.ramirez@company.com,+1-284-221-6309,Finance,Senior Lead,EMPA7D0D138,Part-Time,Band-3,San Antonio,Active,2019-07-14,28.89
EMP6418C840,Daniel,Davila,daniel.davila@company.com,001-544-463-3399x948,Marketing,C-Level,EMPB1133F2A,Contract,Band-6,Austin,Active,2023-01-01,47.52
EMP1339205D,Andrew,Silva,andrew.silva@company.com,001-332-363-8902x199,Sales,Senior Manager,EMP24B6ACC4,Contract,Band-4,Chicago,Active,2020-06-07,1.64
EMP5A22AB7B,John,Russell,john.russell@company.com,579.622.3410,Quality,Junior Associate,EMPC01A9B9F,Temporary,Band-1,Houston,Active,2017-10-23,0.0
EMP3D41374F,Ryan,Valencia,ryan.valencia@company.com,(273)631-1677x2696,Quality,Intern,EMP2E439533,Full-Time,Band-1,Chicago,Active,2015-10-07,24.01
EMPC94B2E76,Jamie,Nunez,jamie.nunez@company.com,(385)850-7896x79352,Procurement,Senior Lead,EMPAB4EBB40,Full-Time,Band-3,Los Angeles,Active,2016-09-17,22.9
EMP3E4D9891,Gary,Powell,gary.powell@company.com,955.264.3436,Quality,C-Level,EMP13654F68,Temporary,Band-6,Dallas,Active,2018-04-17,3.22
EMPAAA61B5E,Glenda,Elliott,glenda.elliott@company.com,+1-817-306-9556x0767,Sales,C-Level,EMPF75547B5,Full-Time,Band-6,New York,Inactive,2024-08-22,20.82
EMP9F354181,Samuel,Bailey,samuel.bailey@company.com,254-872-2398x983,Quality,Junior Associate,EMP40E45E44,Temporary,Band-1,New York,Active,2019-03-22,10.3
EMP2111D662,Michael,Hodges,michael.hodges@company.com,621-998-0418,Procurement,VP,EMP701E3B20,Part-Time,Band-6,San Diego,Active,2024-08-25,28.71
EMPF1A93585,Edward,Thomas,edward.thomas@company.com,(442)636-4281x31909,Quality,SVP,EMPB9CD4E28,Temporary,Band-6,San Diego,Active,2021-05-19,0.45
EMPD36178F3,Amy,Mcmahon,amy.mcmahon@company.com,(430)339-1114,Manufacturing,Director,EMPBB2A92B4,Contract,Band-5,San Diego,Active,2015-08-17,36.36
EMPE994E735,Kimberly,Tran,kimberly.tran@company.com,(222)882-3052x480,Logistics,Senior Director,EMPC5A28CDA,Full-Time,Band-5,New York,Active,2018-03-11,8.6
EMPCCC9E938,Dennis,Williams,dennis.williams@company.com,(923)495-9473,Marketing,Senior Lead,EMPD5417186,Full-Time,Band-3,Austin,Active,2018-11-29,0.0
EMPA1611ABE,Jennifer,Reeves,jennifer.reeves@company.com,(990)816-2047,Operations,Manager,EMP4D52FAA2,Part-Time,Band-4,Houston,Active,2018-12-09,12.06
EMP279D02D2,Andrea,Barber,andrea.barber@company.com,278.559.9648x62872,Finance,Senior Director,EMPB9CD4E28,Contract,Band-5,Los Angeles,Active,2015-12-14,31.66
EMP5B283599,Charles,Vang,charles.vang@company.com,519-866-6450x5730,Manufacturing,Director,EMP2770A4DE,Temporary,Band-5,Phoenix,Active,2024-09-06,12.33
EMP0D1E5883,Kimberly,Christensen,kimberly.christensen@company.com,892.946.3203x747,Logistics,Senior Director,EMPF82795B4,Temporary,Band-5,San Jose,Active,2015-04-02,34.8
EMP67F81363,Jennifer,Watson,jennifer.watson@company.com,772.260.3214,IT,Junior Associate,EMP8C783A0A,Contract,Band-1,San Diego,Active,2022-07-28,22.47
EMP0DBB486F,Michael,Blankenship,michael.blankenship@company.com,+1-761-594-5887x0715,HR,VP,EMPE3C64903,Contract,Band-6,Philadelphia,Inactive,2018-10-22,13.57
EMPF4B4FA4E,Kyle,Hunter,kyle.hunter@company.com,7122840083,Sales,Senior Manager,EMPF6DBAFD3,Part-Time,Band-4,Phoenix,Active,2015-11-05,0.0
EMP1144CC2F,Shane,Cook,shane.cook@company.com,+1-975-895-4508x917,IT,Senior Director,EMP5ADC544A,Full-Time,Band-5,Jacksonville,Active,2019-07-05,0.0
EMP9308952C,Kathryn,Johnson,kathryn.johnson@company.com,001-889-681-2657x422,Sales,Senior Director,EMP48A71D66,Temporary,Band-5,San Antonio,Active,2023-12-26,17.09
EMPEF04912B,Preston,Williams,preston.williams@company.com,502-236-9362x6894,Procurement,Junior Associate,EMP3ADF7DE5,Contract,Band-1,San Antonio,Active,2022-04-22,24.79
EMP1C2327DB,Vickie,Martin,vickie.martin@company.com,3479137271,Quality,Senior Associate,EMP23A2D188,Part-Time,Band-2,New York,Active,2020-10-11,10.2
EMPFAC9DAF3,Lisa,Cooper,lisa.cooper@company.com,001-657-549-8855x829,Quality,Associate,EMPD2E5293D,Part-Time,Band-2,Austin,Inactive,2021-06-20,25.85
EMPFAD40231,Jeremy,Johnson,jeremy.johnson@company.com,545.584.7609x4412,Marketing,Senior Manager,EMP9F753AB7,Temporary,Band-4,San Jose,Active,2024-01-27,17.6
EMP865D8FE2,Nicole,Wright,nicole.wright@company.com,(718)685-6669,Logistics,Director,EMPC4869AE3,Temporary,Band-5,Chicago,Active,2017-04-01,41.25
EMP5B23FB31,Christopher,Martin,christopher.martin@company.com,315.606.6626x7055,Logistics,VP,EMP60D78C09,Full-Time,Band-6,Austin,Active,2019-08-08,22.82
EMPA4ECE450,Joe,Koch,joe.koch@company.com,769.836.6343x9252,Procurement,Lead,EMP25FA2A87,Part-Time,Band-3,Phoenix,Active,2024-03-27,0.0
EMP52E5A197,Melissa,Garcia,melissa.garcia@company.com,202-986-7120,IT,Manager,EMP96C55CA4,Contract,Band-4,San Diego,Active,2015-04-24,20.62
EMP3685E4C9,Gregory,Anderson,gregory.anderson@company.com,(259)210-2451x091,Operations,Manager,EMP0BE2C5D8,Part-Time,Band-4,Chicago,Active,2022-04-03,28.53
EMP47CBE8DB,Lori,Lee,lori.lee@company.com,(367)614-9498,HR,Lead,EMP4AA77579,Full-Time,Band-3,Jacksonville,Active,2021-03-05,22.99
EMP41B857E8,Dillon,Ford,dillon.ford@company.com,928-917-9340x652,Finance,Intern,EMP2770A4DE,Contract,Band-1,San Jose,Active,2024-08-21,8.27
EMPF1FCA9DC,Michael,Hicks,michael.hicks@company.com,266-334-5337x2201,Finance,Manager,EMP2FE072C3,Temporary,Band-4,Jacksonville,Active,2024-12-06,37.84
EMPBF88F4CB,Dylan,Bolton,dylan.bolton@company.com,(821)845-5937,Sales,Junior Associate,EMP96C55CA4,Full-Time,Band-1,Dallas,Active,2021-05-27,6.48
EMPDA429404,David,Newman,david.newman@company.com,+1-289-643-7052x6351,Finance,C-Level,EMP7F03B05E,Part-Time,Band-6,San Jose,Active,2024-12-02,30.39
EMP239C4403,Perry,Hess,perry.hess@company.com,665.872.5659x202,Marketing,Senior Lead,EMPA4331E30,Temporary,Band-3,Jacksonville,Active,2018-09-10,15.24
EMPB1CDEE0C,Christopher,Hutchinson,christopher.hutchinson@company.com,720-723-8974x32600,Procurement,Manager,EMPCFF4AE8F,Temporary,Band-4,San Antonio,Active,2017-05-26,21.42
EMPC185388D,Lauren,Watson,lauren.watson@company.com,6178833258,Sales,Intern,EMP8ED5C24A,Contract,Band-1,Jacksonville,Active,2020-07-01,26.99
EMP03C66D4B,Pamela,Chaney,pamela.chaney@company.com,+1-693-760-7984x870,HR,Director,EMP86D74317,Contract,Band-5,San Diego,Active,2018-02-11,0.0
EMP5BC0FB92,Andrew,Lawrence,andrew.lawrence@company.com,576-979-9359,Marketing,Lead,EMPF6AAAB16,Full-Time,Band-3,Jacksonville,Active,2015-03-28,30.47
EMP7EB58775,Joseph,Snow,joseph.snow@company.com,2395464083,Procurement,Intern,EMP6D6426BA,Temporary,Band-1,Phoenix,Active,2017-09-08,10.37
EMPAD4C85AB,Stephanie,Cole,stephanie.cole@company.com,(206)901-4886x0849,Finance,Senior Lead,EMPE703E3AD,Part-Time,Band-3,San Diego,Active,2024-02-09,0.0
EMP1010EA4B,Vanessa,Lewis,vanessa.lewis@company.com,+1-784-513-6852x8306,Finance,Manager,EMP31CE5761,Part-Time,Band-4,Phoenix,Active,2018-05-17,50.12
EMP2CCF9904,Stacey,Smith,stacey.smith@company.com,(442)744-6263,Logistics,Associate,EMPC92BDAC4,Temporary,Band-2,New York,Active,2019-12-03,5.24
EMP4DF80BC6,Connor,Huynh,connor.huynh@company.com,988-711-2103x1421,Logistics,C-Level,EMP7CA6BFC2,Temporary,Band-6,Los Angeles,Active,2019-08-19,35.76
EMP5DA331DA,David,Miranda,david.miranda@company.com,001-587-681-7941x515,Finance,Lead,EMP41CA8B2B,Contract,Band-3,San Antonio,Active,2020-09-04,13.82
EMP208216B2,Jessica,Bartlett,jessica.bartlett@company.com,+1-211-722-5288x375,Operations,Director,EMPE91B948F,Part-Time,Band-5,Austin,Active,2015-04-23,18.74
EMP78E522A6,Melissa,Sparks,melissa.sparks@company.com,(918)863-2397x91378,Manufacturing,Associate,EMPAB04F71F,Part-Time,Band-2,Austin,Active,2015-01-13,3.57
EMP34613601,Marco,Wood,marco.wood@company.com,7078309505,HR,Junior Associate,EMP239D8653,Temporary,Band-1,Philadelphia,Active,2023-01-01,28.72
EMPDD7B098A,Kara,Smith,kara.smith@company.com,771-321-9881x92778,Procurement,SVP,EMP6487A6B9,Part-Time,Band-6,Austin,Active,2016-06-30,27.29
EMPD0A380E5,Colleen,Johnson,colleen.johnson@company.com,+1-853-448-6401x0424,HR,C-Level,EMP461F2F49,Temporary,Band-6,San Antonio,Active,2019-02-14,18.75
EMP24378712,Juan,Atkinson,juan.atkinson@company.com,285-617-4460,Operations,Senior Director,EMPCC6F3466,Full-Time,Band-5,Dallas,Active,2017-07-08,26.17
EMPE09FC790,Mark,Joseph,mark.joseph@company.com,(789)791-5114,Procurement,Senior Associate,EMP677F277D,Part-Time,Band-2,New York,Active,2017-03-23,53.8
EMPE9C91EFF,Pamela,White,pamela.white@company.com,391.630.4488,HR,Senior Director,EMP86E433D0,Full-Time,Band-5,Philadelphia,Active,2017-12-01,0.0
EMP5F984BFC,Rebecca,Barrett,rebecca.barrett@company.com,460-346-1540,Quality,Junior Associate,EMP305F4CA0,Temporary,Band-1,Los Angeles,Active,2023-09-03,38.25
